CMPLNT_NUM,CMPLNT_FR_DT,CMPLNT_FR_TM,CMPLNT_TO_DT,CMPLNT_TO_TM,RPT_DT,KY_CD,OFNS_DESC,PD_CD,PD_DESC,CRM_ATPT_CPTD_CD,LAW_CAT_CD,JURIS_DESC,BORO_NM,ADDR_PCT_CD,LOC_OF_OCCUR_DESC,PREM_TYP_DESC,PARKS_NM,HADEVELOPT,X_COORD_CD,Y_COORD_CD,Latitude,Longitude,Lat_Lon,BORO_CD
"545098328","01/01/2016","02:50:00","01/01/2016","02:57:00","01/01/2016","106","FELONY ASSAULT","109","ASSAULT 2,1,UNCLASSIFIED","COMPLETED","FELONY","N.Y. POLICE DEPT","MANHATTAN","30","","STREET","","","998728","241754","40.830230703","-73.947685031","(40.830230703, -73.947685031)",109
"641413452","01/01/2016","02:50:00","01/01/2016","03:57:00","01/01/2016","347","INTOXICATED & IMPAIRED DRIVING","905","INTOXICATED DRIVING,ALCOHOL","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT","BROOKLYN","72","","STREET","","","982006","177471","40.653801502","-74.008088719","(40.653801502, -74.008088719)",307
"299481846","01/01/2016","02:50:00","01/01/2016","02:55:00","01/01/2016","344","ASSAULT 3 & RELATED OFFENSES","101","ASSAULT 3","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT","QUEENS","101","","RESIDENCE-HOUSE","","","1051806","158742","40.602137134","-73.756720721","(40.602137134, -73.756720721)",414
"254181156","01/01/2016","02:47:00","01/01/2016","02:57:00","01/01/2016","347","INTOXICATED & IMPAIRED DRIVING","905","INTOXICATED DRIVING,ALCOHOL","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT","BROOKLYN","76","FRONT OF","STREET","","","982508","187780","40.682097528","-74.006282199","(40.682097528, -74.006282199)",306
"199572608","01/01/2016","02:45:00","01/01/2016","03:08:00","01/01/2016","105","ROBBERY","391","ROBBERY,LICENSED MEDALLION CAB","COMPLETED","FELONY","N.Y. POLICE DEPT","MANHATTAN","28","","TAXI (LIVERY LICENSED)","","","996877","230982","40.800667416","-73.954393904","(40.800667416, -73.954393904)",110
"387933940","01/01/2016","02:45:00","","","01/01/2016","106","FELONY ASSAULT","109","ASSAULT 2,1,UNCLASSIFIED","COMPLETED","FELONY","N.Y. POLICE DEPT","BRONX","46","INSIDE","RESIDENCE - APT. HOUSE","","","1011176","248451","40.848582835","-73.902677179","(40.848582835, -73.902677179)",205
"316854665","01/01/2016","02:45:00","01/01/2016","04:00:00","01/01/2016","344","ASSAULT 3 & RELATED OFFENSES","101","ASSAULT 3","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT","BROOKLYN","84","INSIDE","RESIDENCE - APT. HOUSE","","","988884","192246","40.694354634","-73.983290559","(40.694354634, -73.983290559)",302
"258387277","01/01/2016","02:45:00","01/01/2016","03:00:00","01/01/2016","109","GRAND LARCENY","411","LARCENY,GRAND FROM EATERY, UNATTENDED","COMPLETED","FELONY","N.Y. POLICE DEPT","QUEENS","114","INSIDE","RESTAURANT/DINER","","","1007977","217884","40.764694063","-73.914348014","(40.764694063, -73.914348014)",401
"938195800","01/01/2016","02:45:00","01/01/2016","03:00:00","01/01/2016","126","MISCELLANEOUS PENAL LAW","198","CRIMINAL CONTEMPT 1","COMPLETED","FELONY","N.Y. POLICE DEPT","BROOKLYN","75","INSIDE","RESIDENCE - APT. HOUSE","","","1018982","184501","40.673029457","-73.874792739","(40.673029457, -73.874792739)",305
"804857998","01/01/2016","02:40:00","","","01/01/2016","106","FELONY ASSAULT","109","ASSAULT 2,1,UNCLASSIFIED","COMPLETED","FELONY","N.Y. POLICE DEPT","BRONX","44","","STREET","","","1004025","243286","40.83442533","-73.92853975","(40.83442533, -73.92853975)",204
"202238848","01/01/2016","02:40:00","01/01/2016","04:12:00","01/01/2016","347","INTOXICATED & IMPAIRED DRIVING","905","INTOXICATED DRIVING,ALCOHOL","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT","BROOKLYN","75","","STREET","","","1017239","183933","40.671477091","-73.881079018","(40.671477091, -73.881079018)",305
"311655870","01/01/2016","02:40:00","01/01/2016","02:50:00","01/01/2016","347","INTOXICATED & IMPAIRED DRIVING","905","INTOXICATED DRIVING,ALCOHOL","COMPLETED","MISDEMEANOR","TRI-BORO BRDG TUNNL","QUEENS","108","","TUNNEL","","","997480","209216","40.740924537","-73.952258769","(40.740924537, -73.952258769)",402
"872392004","01/01/2016","02:40:00","01/01/2016","02:50:00","01/01/2016","347","INTOXICATED & IMPAIRED DRIVING","905","INTOXICATED DRIVING,ALCOHOL","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT","BROOKLYN","67","","STREET","","","1003480","181059","40.66362918","-73.930687165","(40.66362918, -73.930687165)",309
"512368994","01/01/2016","02:40:00","01/01/2016","03:14:00","01/01/2016","341","PETIT LARCENY","343","LARCENY,PETIT OF BICYCLE","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT","MANHATTAN","1","INSIDE","STREET","","","983381","204517","40.728036789","-74.003136773","(40.728036789, -74.003136773)",102
"844247764","01/01/2016","02:40:00","","","01/01/2016","341","PETIT LARCENY","339","LARCENY,PETIT FROM OPEN AREAS,","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT","BRONX","40","","STREET","","","1009693","236593","40.816040445","-73.908082466","(40.816040445, -73.908082466)",201
"411295292","01/01/2016","02:40:00","01/01/2016","03:14:00","01/01/2016","341","PETIT LARCENY","338","LARCENY,PETIT FROM BUILDING,UN","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT","MANHATTAN","6","INSIDE","BAR/NIGHT CLUB","","","983674","205400","40.730460432","-74.002079713","(40.730460432, -74.002079713)",102
"428303146","01/01/2016","02:35:00","01/01/2016","03:00:00","01/01/2016","121","CRIMINAL MISCHIEF & RELATED OF","269","MISCHIEF,CRIMINAL,    UNCL 2ND","COMPLETED","FELONY","N.Y. HOUSING POLICE","BRONX","40","INSIDE","RESIDENCE - PUBLIC HOUSING","","MITCHEL","1005273","233479","40.807505007","-73.924060528","(40.807505007, -73.924060528)",201
"959449506","01/01/2016","02:35:00","01/01/2016","02:45:00","01/01/2016","578","HARRASSMENT 2","638","HARASSMENT,SUBD 3,4,5","COMPLETED","VIOLATION","N.Y. POLICE DEPT","BRONX","43","INSIDE","RESIDENCE - APT. HOUSE","","","1018029","240747","40.827414051","-73.877945775","(40.827414051, -73.877945775)",209
"845487475","01/01/2016","02:30:00","","","01/01/2016","344","ASSAULT 3 & RELATED OFFENSES","101","ASSAULT 3","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT","BRONX","49","","STREET","","","1026729","256481","40.870561618","-73.846409922","(40.870561618, -73.846409922)",212
"607343901","01/01/2016","02:30:00","01/01/2016","02:40:00","01/01/2016","117","DANGEROUS DRUGS","503","CONTROLLED SUBSTANCE,INTENT TO","COMPLETED","FELONY","N.Y. POLICE DEPT","STATEN ISLAND","120","","STREET","","","961010","170904","40.635746293","-74.083734715","(40.635746293, -74.083734715)",501
"109437860","01/01/2016","02:30:00","","","01/01/2016","344","ASSAULT 3 & RELATED OFFENSES","101","ASSAULT 3","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT","BRONX","49","","STREET","","","1026729","256481","40.870561618","-73.846409922","(40.870561618, -73.846409922)",212
"156005351","01/01/2016","02:30:00","01/01/2016","02:32:00","01/01/2016","121","CRIMINAL MISCHIEF & RELATED OF","269","MISCHIEF,CRIMINAL,    UNCL 2ND","COMPLETED","FELONY","N.Y. POLICE DEPT","BROOKLYN","84","INSIDE","RESIDENCE - APT. HOUSE","","","989662","189075","40.685650526","-73.980487523","(40.685650526, -73.980487523)",302
"336505673","01/01/2016","02:30:00","01/01/2016","02:40:00","01/01/2016","344","ASSAULT 3 & RELATED OFFENSES","101","ASSAULT 3","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT","BRONX","41","FRONT OF","STREET","","","1015161","237028","40.817216958","-73.888326011","(40.817216958, -73.888326011)",202
"919168576","01/01/2016","02:30:00","01/01/2016","02:30:00","01/01/2016","105","ROBBERY","386","ROBBERY,PERSONAL ELECTRONIC DEVICE","COMPLETED","FELONY","N.Y. POLICE DEPT","QUEENS","108","FRONT OF","STREET","","","1012381","211536","40.747257511","-73.898476337","(40.747257511, -73.898476337)",402
"127172809","01/01/2016","02:30:00","01/01/2016","02:41:00","01/01/2016","347","INTOXICATED & IMPAIRED DRIVING","905","INTOXICATED DRIVING,ALCOHOL","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT","QUEENS","111","","STREET","","","1047595","217802","40.764273902","-73.771329981","(40.764273902, -73.771329981)",411
"862062124","01/01/2016","02:30:00","01/01/2016","02:37:00","01/01/2016","347","INTOXICATED & IMPAIRED DRIVING","905","INTOXICATED DRIVING,ALCOHOL","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT","QUEENS","115","","STREET","","","1020035","213111","40.751552826","-73.870844617","(40.751552826, -73.870844617)",403
"606865674","01/01/2016","02:30:00","01/01/2016","02:32:00","01/01/2016","105","ROBBERY","397","ROBBERY,OPEN AREA UNCLASSIFIED","COMPLETED","FELONY","N.Y. POLICE DEPT","MANHATTAN","18","FRONT OF","STREET","","","986034","216057","40.759711074","-73.99356177","(40.759711074, -73.99356177)",104
"506813618","01/01/2016","02:30:00","01/01/2016","02:30:00","01/01/2016","344","ASSAULT 3 & RELATED OFFENSES","101","ASSAULT 3","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT","BRONX","40","INSIDE","RESIDENCE - APT. HOUSE","","","1008351","233839","40.808485247","-73.91294065","(40.808485247, -73.91294065)",201
"306938146","01/01/2016","02:30:00","01/01/2016","02:40:00","01/01/2016","121","CRIMINAL MISCHIEF & RELATED OF","267","MISCHIEF, CRIMINAL 3 & 2, OF M","COMPLETED","FELONY","N.Y. POLICE DEPT","QUEENS","105","FRONT OF","RESIDENCE-HOUSE","","","1064023","205943","40.731591129","-73.712166984","(40.731591129, -73.712166984)",413
"441260450","01/01/2016","02:30:00","01/01/2016","07:00:00","01/01/2016","351","CRIMINAL MISCHIEF & RELATED OF","259","CRIMINAL MISCHIEF,UNCLASSIFIED 4","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT","STATEN ISLAND","123","FRONT OF","RESIDENCE-HOUSE","","","931938","138467","40.546589432","-74.188229205","(40.546589432, -74.188229205)",503
"552834534","01/01/2016","02:30:00","01/01/2016","09:30:00","01/01/2016","107","BURGLARY","223","BURGLARY,RESIDENCE,NIGHT","COMPLETED","FELONY","N.Y. POLICE DEPT","QUEENS","108","INSIDE","CHURCH","","","1013849","208275","40.738302093","-73.893192664","(40.738302093, -73.893192664)",402
"819715396","01/01/2016","02:30:00","01/01/2016","03:00:00","01/01/2016","341","PETIT LARCENY","338","LARCENY,PETIT FROM BUILDING,UN","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT","QUEENS","115","INSIDE","BAR/NIGHT CLUB","","","1016653","214658","40.755811985","-73.883043613","(40.755811985, -73.883043613)",403
"599767503","01/01/2016","02:30:00","01/01/2016","02:40:00","01/01/2016","109","GRAND LARCENY","415","LARCENY,GRAND FROM PERSON,PICK","COMPLETED","FELONY","N.Y. POLICE DEPT","BROOKLYN","79","INSIDE","GROCERY/BODEGA","","","997880","192557","40.695198976","-73.950849032","(40.695198976, -73.950849032)",303
"705594032","01/01/2016","02:30:00","01/01/2016","07:20:00","01/01/2016","341","PETIT LARCENY","335","LARCENY,PETIT FROM TRUCK","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT","QUEENS","104","REAR OF","RESIDENCE-HOUSE","","","1019981","195692","40.703742179","-73.871132004","(40.703742179, -73.871132004)",405
"682300571","01/01/2016","02:30:00","01/01/2016","03:30:00","01/01/2016","109","GRAND LARCENY","406","LARCENY,GRAND FROM PERSON, BAG OPEN/DIP","COMPLETED","FELONY","N.Y. POLICE DEPT","BROOKLYN","77","INSIDE","BAR/NIGHT CLUB","","","994576","187276","40.680708312","-73.962771986","(40.680708312, -73.962771986)",308
"447940133","01/01/2016","02:30:00","01/01/2016","02:35:00","01/01/2016","344","ASSAULT 3 & RELATED OFFENSES","101","ASSAULT 3","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT","BROOKLYN","77","INSIDE","GROCERY/BODEGA","","","1003437","184082","40.671926733","-73.930833555","(40.671926733, -73.930833555)",308
"268736698","01/01/2016","02:30:00","01/01/2016","14:00:00","01/01/2016","109","GRAND LARCENY","421","LARCENY,GRAND FROM VEHICLE/MOTORCYCLE","COMPLETED","FELONY","N.Y. POLICE DEPT","BROOKLYN","63","FRONT OF","STREET","","","1003890","169399","40.631624107","-73.929243273","(40.631624107, -73.929243273)",318
"196034901","01/01/2016","02:30:00","01/01/2016","04:30:00","01/01/2016","341","PETIT LARCENY","321","LARCENY,PETIT FROM AUTO","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT","QUEENS","102","","STREET","","","1033332","194066","40.699215216","-73.822991497","(40.699215216, -73.822991497)",409
"122369372","01/01/2016","02:25:00","01/01/2016","03:02:00","01/01/2016","347","INTOXICATED & IMPAIRED DRIVING","905","INTOXICATED DRIVING,ALCOHOL","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT","STATEN ISLAND","121","","STREET","","","937282","165404","40.620555936","-74.169187809","(40.620555936, -74.169187809)",502
"117086322","01/01/2016","02:25:00","01/01/2016","02:30:00","01/01/2016","344","ASSAULT 3 & RELATED OFFENSES","101","ASSAULT 3","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT","QUEENS","102","FRONT OF","RESIDENCE-HOUSE","","","1021828","190928","40.69065847","-73.864497098","(40.69065847, -73.864497098)",409
"249651675","01/01/2016","02:25:00","01/01/2016","02:30:00","01/01/2016","109","GRAND LARCENY","419","LARCENY,GRAND FROM PERSON,UNCL","COMPLETED","FELONY","N.Y. POLICE DEPT","MANHATTAN","9","FRONT OF","STREET","","","990270","204131","40.726975307","-73.978281813","(40.726975307, -73.978281813)",103
"261183801","01/01/2016","02:25:00","01/01/2016","02:30:00","01/01/2016","341","PETIT LARCENY","333","LARCENY,PETIT FROM STORE-SHOPL","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT","BROOKLYN","77","INSIDE","GROCERY/BODEGA","","","1003437","184082","40.671926733","-73.930833555","(40.671926733, -73.930833555)",308
"693468072","01/01/2016","02:24:00","01/01/2016","02:30:00","01/01/2016","344","ASSAULT 3 & RELATED OFFENSES","101","ASSAULT 3","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT","STATEN ISLAND","122","FRONT OF","STREET","","","953949","150998","40.581087094","-74.109086022","(40.581087094, -74.109086022)",502
"410952697","01/01/2016","02:24:00","01/01/2016","02:25:00","01/01/2016","578","HARRASSMENT 2","637","HARASSMENT,SUBD 1,CIVILIAN","COMPLETED","VIOLATION","N.Y. POLICE DEPT","BROOKLYN","67","INSIDE","RESIDENCE-HOUSE","","","1006780","177980","40.655170222","-73.918802653","(40.655170222, -73.918802653)",317
"523469255","01/01/2016","02:20:00","","","01/01/2016","344","ASSAULT 3 & RELATED OFFENSES","101","ASSAULT 3","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT","MANHATTAN","18","INSIDE","BAR/NIGHT CLUB","","","988048","216131","40.759913549","-73.986291821","(40.759913549, -73.986291821)",105
"929995929","01/01/2016","02:20:00","01/01/2016","02:40:00","01/01/2016","344","ASSAULT 3 & RELATED OFFENSES","101","ASSAULT 3","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT","BROOKLYN","75","INSIDE","RESIDENCE-HOUSE","","","1012450","180087","40.660937231","-73.898359009","(40.660937231, -73.898359009)",305
"936929164","01/01/2016","02:20:00","01/01/2016","03:36:00","01/01/2016","110","GRAND LARCENY OF MOTOR VEHICLE","441","LARCENY,GRAND OF AUTO","COMPLETED","FELONY","N.Y. POLICE DEPT","QUEENS","102","OPPOSITE OF","STREET","","","1022820","192568","40.695155618","-73.860910613","(40.695155618, -73.860910613)",409
"893956149","01/01/2016","02:20:00","01/01/2016","02:22:00","01/01/2016","343","OTHER OFFENSES RELATED TO THEF","478","THEFT OF SERVICES, UNCLASSIFIE","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT","MANHATTAN","34","OPPOSITE OF","STREET","","","1004856","254409","40.864952771","-73.92550255","(40.864952771, -73.92550255)",112
"429614691","01/01/2016","02:20:00","01/01/2016","02:25:00","01/01/2016","351","CRIMINAL MISCHIEF & RELATED OF","259","CRIMINAL MISCHIEF,UNCLASSIFIED 4","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT","MANHATTAN","30","INSIDE","SMALL MERCHANT","","","997486","239574","40.824249172","-73.952177311","(40.824249172, -73.952177311)",109
"539309882","01/01/2016","02:20:00","01/01/2016","02:23:00","01/01/2016","344","ASSAULT 3 & RELATED OFFENSES","101","ASSAULT 3","COMPLETED","MISDEMEANOR","N.Y. TRANSIT POLICE","MANHATTAN","1","","TRANSIT - NYC SUBWAY","","","980614","195613","40.70359673","-74.013115216","(40.70359673, -74.013115216)",101
"596942110","01/01/2016","02:18:00","","","01/01/2016","344","ASSAULT 3 & RELATED OFFENSES","101","ASSAULT 3","COMPLETED","MISDEMEANOR","N.Y. HOUSING POLICE","MANHATTAN","9","FRONT OF","RESIDENCE - PUBLIC HOUSING","","","989421","202606","40.722790089","-73.981346102","(40.722790089, -73.981346102)",103
"188924722","01/01/2016","02:16:00","01/01/2016","03:30:00","01/01/2016","121","CRIMINAL MISCHIEF & RELATED OF","269","MISCHIEF,CRIMINAL,    UNCL 2ND","COMPLETED","FELONY","N.Y. POLICE DEPT","QUEENS","114","INSIDE","RESIDENCE - APT. HOUSE","","","1007694","219657","40.769561242","-73.915363447","(40.769561242, -73.915363447)",401
"324884860","01/01/2016","02:15:00","01/01/2016","02:20:00","01/01/2016","344","ASSAULT 3 & RELATED OFFENSES","101","ASSAULT 3","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT","BROOKLYN","68","FRONT OF","STREET","","","976496","169208","40.631118227","-74.027937013","(40.631118227, -74.027937013)",310
"108902051","01/01/2016","02:15:00","01/01/2016","02:40:00","01/01/2016","344","ASSAULT 3 & RELATED OFFENSES","101","ASSAULT 3","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT","QUEENS","115","INSIDE","RESIDENCE - APT. HOUSE","","","1019489","216241","40.760146064","-73.872798857","(40.760146064, -73.872798857)",403
"942850959","01/01/2016","02:15:00","01/01/2016","02:17:00","01/01/2016","347","INTOXICATED & IMPAIRED DRIVING","905","INTOXICATED DRIVING,ALCOHOL","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT","QUEENS","111","","STREET","","","1049827","219203","40.768102996","-73.763258971","(40.768102996, -73.763258971)",411
"212330846","01/01/2016","02:15:00","01/01/2016","02:20:00","01/01/2016","344","ASSAULT 3 & RELATED OFFENSES","101","ASSAULT 3","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT","BROOKLYN","71","INSIDE","RESIDENCE - APT. HOUSE","","","1003742","182918","40.668731148","-73.929737415","(40.668731148, -73.929737415)",308
"164518712","01/01/2016","02:14:00","01/01/2016","02:24:00","01/01/2016","347","INTOXICATED & IMPAIRED DRIVING","905","INTOXICATED DRIVING,ALCOHOL","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT","BRONX","48","","STREET","","","1016894","249775","40.852197533","-73.882002992","(40.852197533, -73.882002992)",206
"462598528","01/01/2016","02:10:00","01/01/2016","02:28:00","01/01/2016","236","DANGEROUS WEAPONS","782","WEAPONS, POSSESSION, ETC","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT","MANHATTAN","14","FRONT OF","STREET","","","987574","215502","40.758187296","-73.988003129","(40.758187296, -73.988003129)",105
"831771837","01/01/2016","02:10:00","01/01/2016","02:17:00","01/01/2016","118","DANGEROUS WEAPONS","792","WEAPONS POSSESSION 1 & 2","COMPLETED","FELONY","N.Y. HOUSING POLICE","BROOKLYN","76","FRONT OF","RESIDENCE - PUBLIC HOUSING","","RED HOOK WEST","982151","185171","40.674936335","-74.007568544","(40.674936335, -74.007568544)",306
"413067568","01/01/2016","02:10:00","01/01/2016","02:15:00","01/01/2016","344","ASSAULT 3 & RELATED OFFENSES","101","ASSAULT 3","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT","STATEN ISLAND","122","FRONT OF","RESTAURANT/DINER","","","953211","151163","40.581537433","-74.1117436","(40.581537433, -74.1117436)",502
"787603169","01/01/2016","02:10:00","01/01/2016","02:15:00","01/01/2016","118","DANGEROUS WEAPONS","792","WEAPONS POSSESSION 1 & 2","COMPLETED","FELONY","N.Y. POLICE DEPT","BRONX","43","","STREET","","","1018623","240382","40.826409939","-73.875801312","(40.826409939, -73.875801312)",209
"668512369","01/01/2016","02:10:00","01/01/2016","02:22:00","01/01/2016","126","MISCELLANEOUS PENAL LAW","760","BRIBERY,PUBLIC ADMINISTRATION","COMPLETED","FELONY","N.Y. POLICE DEPT","BROOKLYN","72","INSIDE","BAR/NIGHT CLUB","","","981124","170834","40.635584096","-74.011264331","(40.635584096, -74.011264331)",307
"793488091","01/01/2016","02:10:00","01/01/2016","02:30:00","01/01/2016","351","CRIMINAL MISCHIEF & RELATED OF","254","MISCHIEF, CRIMINAL 4, OF MOTOR","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT","BROOKLYN","73","INSIDE","TAXI (YELLOW LICENSED)","","","1010862","178621","40.6569183","-73.904088485","(40.6569183, -73.904088485)",316
"670812660","01/01/2016","02:10:00","01/01/2016","02:50:00","01/01/2016","344","ASSAULT 3 & RELATED OFFENSES","101","ASSAULT 3","COMPLETED","MISDEMEANOR","N.Y. HOUSING POLICE","BROOKLYN","79","FRONT OF","RESIDENCE - PUBLIC HOUSING","","SUMNER","1001215","193881","40.698827283","-73.938819047","(40.698827283, -73.938819047)",303
"414389502","01/01/2016","02:07:00","01/01/2016","02:26:00","01/01/2016","236","DANGEROUS WEAPONS","782","WEAPONS, POSSESSION, ETC","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT","QUEENS","106","FRONT OF","STREET","","","1037600","189177","40.685771369","-73.807638093","(40.685771369, -73.807638093)",410
"184024565","01/01/2016","02:06:00","","","01/01/2016","106","FELONY ASSAULT","109","ASSAULT 2,1,UNCLASSIFIED","COMPLETED","FELONY","N.Y. POLICE DEPT","BRONX","52","INSIDE","RESIDENCE - APT. HOUSE","","","1011103","253804","40.863275438","-73.902919595","(40.863275438, -73.902919595)",207
"205647183","01/01/2016","02:05:00","01/01/2016","02:07:00","01/01/2016","351","CRIMINAL MISCHIEF & RELATED OF","259","CRIMINAL MISCHIEF,UNCLASSIFIED 4","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT","MANHATTAN","19","FRONT OF","BAR/NIGHT CLUB","","","998067","223501","40.780132301","-73.950111124","(40.780132301, -73.950111124)",108
"728818552","01/01/2016","02:05:00","01/01/2016","02:10:00","01/01/2016","578","HARRASSMENT 2","637","HARASSMENT,SUBD 1,CIVILIAN","COMPLETED","VIOLATION","N.Y. HOUSING POLICE","BROOKLYN","88","INSIDE","RESIDENCE - PUBLIC HOUSING","","WHITMAN","990847","192565","40.69522897","-73.976211379","(40.69522897, -73.976211379)",302
"988501040","01/01/2016","02:02:00","01/01/2016","02:02:00","01/01/2016","348","VEHICLE AND TRAFFIC LAWS","922","TRAFFIC,UNCLASSIFIED MISDEMEAN","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT","BRONX","49","","STREET","","","1023330","254180","40.864261783","-73.8587131","(40.864261783, -73.8587131)",211
"592875354","01/01/2016","02:02:00","01/01/2016","02:14:00","01/01/2016","578","HARRASSMENT 2","637","HARASSMENT,SUBD 1,CIVILIAN","COMPLETED","VIOLATION","N.Y. POLICE DEPT","MANHATTAN","6","FRONT OF","STREET","","","984268","208226","40.738217127","-73.999936495","(40.738217127, -73.999936495)",102
"286134745","01/01/2016","02:00:00","01/01/2016","02:29:00","01/01/2016","344","ASSAULT 3 & RELATED OFFENSES","101","ASSAULT 3","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT","MANHATTAN","7","FRONT OF","HOTEL/MOTEL","","","987591","201576","40.719963868","-73.98794868","(40.719963868, -73.98794868)",103
"658629457","01/01/2016","02:00:00","01/01/2016","02:05:00","01/01/2016","121","CRIMINAL MISCHIEF & RELATED OF","268","CRIMINAL MIS 2 & 3","COMPLETED","FELONY","N.Y. POLICE DEPT","BROOKLYN","78","FRONT OF","RESIDENCE - APT. HOUSE","","","988377","182866","40.668608913","-73.985124619","(40.668608913, -73.985124619)",306
"533421805","01/01/2016","02:00:00","01/01/2016","02:20:00","01/01/2016","353","UNAUTHORIZED USE OF A VEHICLE","462","UNAUTHORIZED USE VEHICLE 3","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT","STATEN ISLAND","123","FRONT OF","STREET","","","936671","134379","40.535395313","-74.171170342","(40.535395313, -74.171170342)",503
"885544167","01/01/2016","02:00:00","01/01/2016","02:15:00","01/01/2016","347","INTOXICATED & IMPAIRED DRIVING","905","INTOXICATED DRIVING,ALCOHOL","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT","QUEENS","106","FRONT OF","STREET","","","1035625","186484","40.678391396","-73.814779833","(40.678391396, -73.814779833)",410
"906681765","01/01/2016","02:00:00","01/01/2016","02:05:00","01/01/2016","106","FELONY ASSAULT","109","ASSAULT 2,1,UNCLASSIFIED","COMPLETED","FELONY","N.Y. POLICE DEPT","STATEN ISLAND","120","INSIDE","RESIDENCE-HOUSE","","","962824","174279","40.645014517","-74.07720963","(40.645014517, -74.07720963)",501
"114165173","01/01/2016","02:00:00","01/01/2016","03:50:00","01/01/2016","361","OFF. AGNST PUB ORD SENSBLTY &","639","AGGRAVATED HARASSMENT 2","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT","BROOKLYN","68","","RESIDENCE - APT. HOUSE","","","976780","171618","40.63773341","-74.026916507","(40.63773341, -74.026916507)",310
"272215061","01/01/2016","02:00:00","01/01/2016","04:00:00","01/01/2016","344","ASSAULT 3 & RELATED OFFENSES","101","ASSAULT 3","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT","BROOKLYN","71","INSIDE","RESIDENCE - APT. HOUSE","","","996767","178846","40.657567016","-73.954888187","(40.657567016, -73.954888187)",309
"936657965","01/01/2016","02:00:00","01/01/2016","02:00:00","01/01/2016","344","ASSAULT 3 & RELATED OFFENSES","101","ASSAULT 3","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT","QUEENS","102","","STREET","","","1026658","190208","40.688660412","-73.84708493","(40.688660412, -73.84708493)",409
"502079527","01/01/2016","02:00:00","01/01/2016","02:30:00","01/01/2016","109","GRAND LARCENY","416","LARCENY,GRAND FROM NIGHT CLUB, UNATTENDED","COMPLETED","FELONY","N.Y. POLICE DEPT","MANHATTAN","6","FRONT OF","BAR/NIGHT CLUB","","","984234","204728","40.728615975","-74.000059175","(40.728615975, -74.000059175)",102
"788238733","01/01/2016","02:00:00","01/01/2016","03:58:00","01/01/2016","106","FELONY ASSAULT","109","ASSAULT 2,1,UNCLASSIFIED","COMPLETED","FELONY","N.Y. POLICE DEPT","BROOKLYN","70","","OTHER","","","995634","174258","40.644975482","-73.958979441","(40.644975482, -73.958979441)",314
"731966700","01/01/2016","02:00:00","01/01/2016","14:00:00","01/01/2016","110","GRAND LARCENY OF MOTOR VEHICLE","441","LARCENY,GRAND OF AUTO","COMPLETED","FELONY","N.Y. POLICE DEPT","BROOKLYN","83","OPPOSITE OF","STREET","","","1006582","193632","40.69813192","-73.919464389","(40.69813192, -73.919464389)",304
